Pulsar,Model,Max freq (MHz),S5000 (mJy),S10000 (mJy),u_S5000 (mJy),u_S10000 (mJy)
J1719-4006,SPL,3100.0,0.1851554959972373,0.0665350907676979,0.0635122957584053,0.0344183388233763
J1720-2933,SPL,1420.0,0.0755832226004882,0.0144144304584452,0.0020175372421673,0.0005598423778682
J1722-3207,LFTO,3100.0,0.186130852909221,0.0340514435938501,0.0572838606575767,0.0169236117602899
J1722-3632,SPL,3100.0,0.7544201258856822,0.3679522461448181,0.4090065649317628,0.3058641350375382
J1722-3712,SPL,3100.0,0.3357236500601019,0.0974359108878149,0.0793771550635253,0.0317308982956114
J1724-3149,SPL,1460.04,0.0529031978201233,0.0172753670801735,0.0836899346389463,0.0420105301682368
J1726-3530,SPL,3100.0,0.1156172185503376,0.0619364067802362,0.0888252983793121,0.0734327026482859
J1727-2739,BPL,3100.0,0.236933610879564,0.0564821653718042,0.0583005940326365,0.0212717688374968
J1728-0007,SPL,1369.0,0.0485412006759006,0.012090438360714,0.0074514206981588,0.0027788564032536
J1731-4744,LFTO,3100.0,1.6729358917606387,0.3934186751803459,0.4189529988827623,0.1212452246161129
J1732-4128,SPL,1459.52,0.0879140359675498,0.0232949797436885,0.0308871964729656,0.0125726782597631
J1732-5049,SPL,3100.0,0.1359640564701976,0.0351742163079061,0.1376288302412892,0.0527643484101467
J1733-3716,SPL,3100.0,1.627557228881109,1.0830003985666308,0.448704403219009,0.4651146588683841
J1734-3333,SPL,3100.0,0.250711290551179,0.1629830705987321,0.024807954707021,0.0345990882104317
J1735-3258,SPL,3100.0,0.3792096902606433,0.3649062724273308,0.1153886029503979,0.1820703199909765
J1737-3137,SPL,3100.0,0.0756385730018707,0.0188771762978457,0.0169089356398019,0.0065103845484326
J1737-3555,SPL,3100.0,0.1484304835229505,0.0624544835986606,0.0569916853972747,0.0343074879071692
J1738-3211,SPL,3100.0,0.5057637612685293,0.2749902923896987,0.1437406816650742,0.1114121533203134
J1739-2903,SPL,4920.0,0.905275648472206,0.4207036842434052,0.2523885506569067,0.1889541830934535
J1739-3159,SPL,1459.61,0.0564123684146883,0.0121515152413251,0.0569104447855156,0.0188001986461386
J1740+1311,LFTO,4850.0,0.3295355559640773,0.0181803060576554,0.4216276238814647,0.0221224258990576
J1741+2758,SPL,430.0,0.6352978226433477,0.4104889457311077,0.3362737144393423,0.2776285550339087
J1741-3927,SPL,3100.0,1.0105355156453883,0.4163447281654725,0.1832573574983884,0.1021868629003587
J1743-1351,SPL,1408.0,0.0651737371705851,0.0186620934644593,0.045244831248934,0.015985350857438
J1744-1134,SPL,4850.0,0.3464973127665052,0.1270531126366161,0.0228821614295435,0.0130488722817686
J1744-3130,SPL,3100.0,0.1507455089312949,0.0677064337473655,0.0489221582283967,0.0337652660132032
J1746+2245,SPL,430.0,0.1180682039028031,0.0610756083384259,0.2460505091868028,0.1625300108273464
J1746+2540,SPL,430.0,0.0780856286382574,0.0363601486172212,0.1213280355081479,0.0719886934934424
J1748-1300,SPL,4850.0,0.2121378153685357,0.0581376815622289,0.065384253648444,0.0231141216336141
J1749-3002,SPL,3100.0,0.5242501674257912,0.1850233940085462,0.1443643159398669,0.0758310428876679
J1750-3157,SPL,3100.0,0.2721259832404304,0.113585868449185,0.0895403885066386,0.0571507055133017
J1751-3323,LFTO,3100.0,0.4605844563248045,0.1807734297929262,0.180066300041282,0.1617201349751079
J1751-4657,LFTO,3100.0,0.1597359897709979,0.0232944377934405,0.0579448797553098,0.0111348434725094
J1752+2359,SPL,430.0,1.1510167844009465,0.8516848854962367,1.7840189049963624,1.683601046588568
J1753-2501,LFTO,4850.0,0.3558601146361346,0.0933770443302759,0.0542922414226688,0.0410746223184759
J1755-2725,SPL,1459.61,0.1506511916190752,0.0555890257238558,0.0544994429814157,0.030519305090277
J1756-2251,SPL,1459.61,0.0729606762573474,0.0192831072031695,0.0210615948087597,0.0083258574728096
J1758+3030,SPL,800.0,0.4425885772474404,0.2048908279942137,0.3000552986447246,0.1742500820805
J1758-2540,SPL,1460.04,2.48433276174223,5.047904252118759,4.248622356731577,13.285562003393196
J1758-2630,SPL,1460.04,0.0408198879237908,0.0163547123355477,0.0771333952767274,0.0474667741995813
J1759-2205,LFTO,3100.0,0.1858246653395087,0.0491687289502525,0.1109998069311301,0.0482440460991073
J1801-2154,SPL,3100.0,0.0354821223599324,0.0138697284281709,0.0109006314395015,0.0067591697833622
J1801-2920,LFTO,3100.0,0.1340301392111088,0.0303517909427992,0.059047914730525,0.0219630306682764
J1802-2124,SPL,1521.66,0.7808011008154028,0.8036158263176394,0.4082315712323837,0.6335420310162453
J1802-2426,SPL,1460.04,0.0532228954967111,0.0172082133000321,0.0750750076968361,0.0372393414390384
J1803-1857,SPL,1460.04,0.0480881363499279,0.0158267626682377,0.0404974043131269,0.0204258782639468
J1803-2712,SPL,1577.0,0.2196689761392379,0.0971567969272978,0.2469214821758273,0.167564195605817
J1803-3002A,SPL,4000.0,0.0502092380405085,0.011722306062575,0.0141450822768464,0.0047172054950585
J1804-0735,SPL,1459.83,0.5345441310466436,0.4156148252545171,0.1946735913486559,0.2304338062073973
J1805+0306,SPL,400.0,0.1047577089750414,0.0362198835911716,0.2738492232936481,0.114927563818039
J1805-1504,SPL,1460.78,0.403054481709302,0.1095392748936421,0.2450339640556081,0.1015186705185906
J1806-2125,SPL,3100.0,0.0587524681028935,0.0144169783465386,0.0171400983533601,0.0065344127122393
J1809-1429,SPL,3100.0,0.0718878853906687,0.0187009196730916,0.0245946659506572,0.0097960918771942
J1809-2109,SPL,3100.0,0.0701694132467588,0.0172528890456956,0.0609213428563334,0.0224332978765694
J1810-1820,SPL,1460.26,0.1098282579373133,0.0410209391379957,0.1634820707186207,0.093799884385867
J1810-5338,SPL,3100.0,0.2595360939558119,0.0819332570106079,0.151028819961445,0.0622013279055005
J1812+0226,SPL,1408.0,0.0461573423453489,0.0135109055922178,0.0362910246710422,0.0134475249087758
J1812-1718,SPL,3100.0,0.0748349790365257,0.0163321110451756,0.0262733936740065,0.0087556918658803
J1812-2102,SPL,4850.0,0.1270579106320125,0.0325751279726753,0.0261492317696236,0.0103301251682416
J1814-1649,SPL,1459.32,0.2066039828893696,0.0754854387059675,0.163218398503315,0.091544652143933
J1815-1738,SPL,3100.0,0.0756503512013135,0.031958591340435,0.0255156642154962,0.0169857305546607
J1820-0427,LFTO,4920.0,0.4531124482770191,0.087151838802774,0.0209431282517948,0.0061360951186373
J1820-1346,SPL,4850.0,0.1895663706303344,0.0506547011876023,0.0391354138564116,0.0161744877042208
J1820-1529,SPL,3100.0,0.0957123497333789,0.0281627331717496,0.0197304414162383,0.0090974676958924
J1820-1818,SPL,3100.0,0.3182558427676766,0.1563726824957426,0.3146650958046359,0.2375053834069153
J1821+1715,SPL,430.0,0.2776192167824214,0.1350215447551979,0.3593278594911496,0.2230857656891894
J1822-1400,SPL,2640.0,0.2698819482565067,0.1274083003385071,0.0307796481536038,0.0214578071624425
J1822-2256,LFTO,4850.0,0.128986795635358,0.0175180388332248,0.0220431172941617,0.005029923339284
J1822-4209,SPL,3100.0,0.1306875589878454,0.045772759486271,0.0845838959811776,0.0432501167495329
J1823+0550,SPL,4850.0,0.3163135935691707,0.0932674317163599,0.0772252821781139,0.0279574492417915
J1823-0154,SPL,1400.0,0.0940966616395948,0.0292045382080316,0.0410328797513225,0.0178694007531908
J1823-1115,BPL,4850.0,0.5197287408714265,0.1763998552840101,0.0927405440150456,0.0469523075730167
J1823-1347,SPL,1459.61,0.0932148091648176,0.0398601438895177,0.1776533034600833,0.1167965501482625
J1823-3106,SPL,3100.0,0.6199499192256989,0.2075790778932968,0.0953079475595884,0.0397714273708631
J1824-1118,SPL,4850.0,0.0882236357414141,0.0192575094719852,0.0126995409528476,0.004016962868761
J1824-1423,SPL,1459.32,0.2360549794490025,0.1013034766364957,0.1471127104414362,0.0967254342443054
J1824-2452A,SPL,3100.0,0.1234168877159838,0.0251778573467235,0.0065330600249269,0.0016819405204809
J1826-1334,LFTO,4920.0,2.5706935033647453,1.634187616961697,0.3204744559264799,0.5410985175793959
J1827-0750,SPL,3100.0,0.2795867396688061,0.0802525803565518,0.0717353404315016,0.0317264568338875
J1827-0958,SPL,1459.32,0.080771149548445,0.0133597759004803,0.0404926305128068,0.0102606011959493
J1828-0611,SPL,3100.0,0.2359889579173762,0.0825886640678607,0.049437332929527,0.0265258357892846
J1828-1057,SPL,3100.0,0.1228125175577691,0.0785228240009505,0.0519028673408025,0.0532831102389053
J1829+0000,SPL,1460.04,0.06968319441603,0.022836730051035,0.0226090057933802,0.0111491044695292
J1830-1135,SPL,1460.04,0.0608137280285734,0.0121869541604719,0.0426657881028464,0.0131181796421947
J1831-0823,LFTO,3100.0,0.0721666469223732,0.0164626219582477,0.0272433495351222,0.0097170897757815
J1831-1223,SPL,3100.0,0.0967108498611652,0.0244375098903769,0.0247789496851787,0.0095853329204691
J1832-0836,SPL,3100.0,0.1805321782667045,0.0787415176792548,0.0365884648828045,0.024241400810905
J1833-0559,SPL,1460.04,0.1559630998886079,0.058942977684953,0.1927455400814768,0.1117781929031771
J1833-0827,LFTO,4920.0,0.8698021008669292,0.2332273209292407,0.086305796636676,0.0358641812858661
J1833-1055,SPL,1460.04,0.0892995460476876,0.0200980234837302,0.0885364686538779,0.0305623596004718
J1834-0602,SPL,1459.32,0.0835261782880727,0.0224484287796878,0.0682136057468507,0.0281376473333382
J1834-0731,SPL,4850.0,0.1384479251431647,0.0439691982096096,0.0103628175253399,0.005926873035616
J1834-1202,SPL,1461.24,0.254459262693075,0.133320484851842,0.2494312340572762,0.2003344185870854
J1834-1710,SPL,3100.0,0.0945682484968552,0.0311958888270294,0.0398314463227432,0.0201349774400915
J1835-0924,SPL,1459.54,0.0956185992923746,0.043251911870993,0.1801837961443448,0.1251853983465442
J1835-0944,SPL,1460.04,0.0480990518155806,0.0126679187102209,0.0713629795176826,0.0288728032450586
J1835-1020,LFTO,4850.0,0.2286141623622204,0.0491076967202082,0.0287141202474073,0.0099953399093505
J1835-1106,SPL,4920.0,0.2577307020865105,0.0799983106855749,0.0229896043254875,0.0108872704894136
J1836-0436,SPL,3100.0,0.3322492439969938,0.1226730517867847,0.0955649095802704,0.0540645296114066
J1837-0045,SPL,1400.0,0.0689545561592422,0.0219749435969994,0.0204074771509002,0.0084956685965826
J1837-0559,SPL,3100.0,0.0543821177741252,0.0146724604043951,0.0174280451309377,0.0072939301831412
J1837-0604,SPL,3100.0,0.2488273289525744,0.136254727031108,0.0616165744829007,0.0541264902849426
J1838+1650,SPL,430.0,0.0816113765882857,0.0310960115038871,0.1648305796137298,0.0769268388016031
J1838-0453,SPL,3100.0,0.0372664175197728,0.0107351133879566,0.0099903059177381,0.0047022591518276
J1838-0549,SPL,3100.0,0.080041778899398,0.0364763519207251,0.0275330269570687,0.0202709167069472
J1839-0643,SPL,3100.0,0.2462273359438815,0.0845255449504154,0.0878053190225487,0.0462576851791656
J1839-0905,SPL,3100.0,0.0752904991874114,0.0443203190039263,0.0319792596358876,0.0294489649352417
J1840-0809,SPL,3100.0,0.3917040874428195,0.1397751910368266,0.0815281376555997,0.0450557147976089
J1840-0815,SPL,3100.0,0.1001959458132117,0.0203507700408515,0.0294482028838237,0.0092147230909608
J1840-0840,SPL,1460.04,0.1429741491968317,0.0364653291470006,0.0398556081569283,0.015638340330073
J1841+0912,BPL,4850.0,0.1541444284365527,0.0398773971754389,0.0277307802180955,0.009639885439303
J1841-0157,SPL,1459.32,0.3920959730838894,0.1771203225592913,0.4095751622252844,0.2838315119444751
J1841-0345,SPL,4850.0,0.5561550941984745,0.3067202051495734,0.0127144647884664,0.0159334755714685
J1842-0359,BPL,3100.0,0.1248427208844534,0.99874176468945,,
J1842-0415,SPL,1460.04,0.1280716563956443,0.0716051051485466,0.2041733013544604,0.1756334560972531
J1842-0905,SPL,3100.0,0.1912154143802498,0.0789330133049442,0.0516988391349864,0.0328417559204715
J1843-0355,SPL,3100.0,0.4020767041434585,0.2638811808540042,0.0879820520666599,0.0935983473323703
J1844-0256,SPL,3100.0,0.2619950769171772,0.1740190841231147,0.0552011976203808,0.0618004157164934
J1844-0433,SPL,3100.0,0.1286888890311358,0.0375805088193311,0.0205277541180188,0.0081574552127512
J1844-0538,LFTO,4850.0,0.2733492919316135,0.0654992553387118,0.041935245735376,0.0175848292592855
J1845-0743,LFTO,3100.0,0.2081203132660405,0.0175204075821188,,
J1847-0438,SPL,3100.0,0.0628392977992916,0.0189444775818419,0.025087739489546,0.0116213979471116
J1848-1952,SPL,950.0,0.2469922942356821,0.0781282097111607,0.1343006978427555,0.056429590166922
J1849+2423,SPL,430.0,0.08767474715054,0.0360456923589394,0.1389927930258533,0.0714750342324975
J1849-0614,SPL,1460.26,0.0474471155110175,0.0112859932873914,0.0154996047685109,0.0056680958867753
J1849-0636,BPL,3100.0,0.0784797057149489,0.0157462418940783,0.0149769421817572,0.0039688925288966
J1851+0418,SPL,1460.04,0.2341393319957033,0.0724505782238495,0.0205736902239904,0.0094955790917198
J1851+1259,SPL,1606.0,0.0790534890836289,0.025736152182058,0.028303565931674,0.0123759146356141
J1851-0053,SPL,1400.0,0.4903459125829506,0.340833828186504,0.1411317167439843,0.135926115587259
J1852-2610,SPL,1360.0,0.0695000687496563,0.0163925112867027,0.0621450801468896,0.018762440364455
J1853+0545,SPL,4920.0,0.8323937837339963,0.42569468263757,0.1810004755805742,0.1420706153530867
J1853+1303,SPL,1400.0,0.0484457584461621,0.0151921195753851,0.0099367192711317,0.0039677058917202
J1853-0004,SPL,3100.0,0.0554531439658148,0.0119990661835681,0.0158664673815726,0.0053312707826902
J1854-1421,SPL,3100.0,0.2809775420616327,0.1055939407861741,0.083113037754023,0.0410976639005686
J1855+0307,SPL,3100.0,0.0760633699401402,0.024262310095537,0.0222681916677977,0.0108207791462174
J1857+0057,SPL,1400.0,0.0971373325201461,0.0287814450505743,0.0370808576755925,0.0150695242813605
J1857+0143,SPL,4850.0,0.0430532599408807,0.0115686589937329,0.0198488528770281,0.0072041295558692
J1857+0212,SPL,4850.0,0.4273477675931503,0.1745074414875757,0.0614711105855303,0.0394419570099771
J1857+0943,BPL,4850.0,1.1053452635166154,1.1001713372657964,0.0865249840363836,0.1548373387806171
J1900-7951,SPL,1369.0,0.0948822309808675,0.0277171300983181,0.0430119057131144,0.0192676738210519
J1901+0254,SPL,1460.04,0.1354120016249667,0.0442455268296688,0.1186458884037203,0.0594361194069469
J1901+0413,SPL,1459.72,0.0938355557860816,0.0250185783372974,0.0719420788467731,0.0294732417015867
J1901+0716,SPL,4850.0,0.1114167323699979,0.0317851163351562,0.0271888632934867,0.0103804515454985
J1902+0556,LFTO,3100.0,0.2190178021008733,0.0689683749554206,0.1198253272499735,0.0621744615786021
J1902+0615,SPL,4850.0,0.0844362424863923,0.0168722349664086,0.0127214421075126,0.0038801091135111
J1903+0135,LFTO,4850.0,0.4961245988486025,0.101154956999484,0.0784391951494375,0.0296303107196203
J1903-0848,SPL,820.0,307.57995782516343,2460.639662242106,41.81158701824712,334.49279181949606
J1904+0004,SPL,3100.0,0.4507765040540429,0.2074389636577137,0.1307030198231459,0.0785311375450683
J1904+0800,SPL,1460.04,0.212230501172999,0.1399122254031024,0.3519080125567853,0.3561435279622679
J1904+1011,SPL,1459.61,0.0527658379172893,0.015684137975185,0.0071142134327861,0.0030196140737264
J1905+0616,SPL,4850.0,0.1905086645046123,0.1297170656533328,0.0194770054614857,0.0245605065433311
J1905+0709,SPL,2600.0,0.3124220221092033,0.1203877468723661,0.0666283893005616,0.0366863677237874
J1906+0641,SPL,2600.0,0.8200592981142341,0.5282671908494951,0.0729534455469556,0.0774053113042752
J1907+0918,SPL,2640.0,0.042813954018645,0.0196465611160067,0.0305268927176028,0.0204654387908037
J1907+4002,BPL,4850.0,0.151040649238513,0.0360607950938129,0.0261014860354305,0.0087753006181351
J1908+0500,SPL,3100.0,0.0948242273420235,0.0286676121524192,0.0707394717849659,0.0316128194339675
J1909+1102,BPL,4920.0,0.0858085510895686,0.014807583164533,0.0167200109550263,0.0038396127524111
J1909-3744,SPL,3100.0,0.4509212037166578,0.2196674777497679,0.0483370108672311,0.0359308962912921
J1910+0358,SPL,4850.0,0.3129784349950718,0.1093029571011399,0.0533662617182007,0.0233248803777324
J1910+1256,SPL,2100.0,0.081953499649395,0.0291898247649341,0.0952569949294854,0.0506892301456016
J1913+1400,SPL,4850.0,0.1603260241114831,0.0555345258963609,0.0217815520952828,0.0104419754786191
J1913+3732,SPL,1400.0,0.0581811198132197,0.0204958851975426,0.0205332823873507,0.009768729467441
J1913-0440,LFTO,4850.0,0.3463696547887856,0.0737443725097171,0.0548749292951475,0.0203693018452504
J1914+1122,SPL,1400.0,0.2649017359670585,0.1774746025442807,0.1475644839860321,0.1404891463669373
J1915+1009,SPL,4850.0,0.1345749117937454,0.0350293750672481,0.0220248450554456,0.0073021134534353
J1915+1606,SPL,1408.0,0.0489583743423428,0.0142605785891705,0.0216514884569904,0.0089772456223782
J1915+1647,SPL,606.0,0.5175393794562159,0.2998436245441087,0.4404061987975089,0.327670708520531
J1916+0951,SPL,4850.0,0.1074542471942872,0.0296283443414798,0.0114991442206477,0.0041906015943994
J1916+1312,LFTO,4850.0,0.1956191265058223,0.0520202355812774,0.0270504810367452,0.015385538364395
J1917+1353,LFTO,4850.0,0.1478161515055916,0.0240651881831948,0.0269151526673828,0.0074252271089402
J1917+2224,SPL,400.0,0.1406822438532507,0.056124417353712,0.2253378767706922,0.1122145589894597
J1920+2650,SPL,408.0,0.5031942879181786,0.2415017386412238,0.4479439463777409,0.2659390877940924
J1921+1419,SPL,1420.0,3.733237096881586,8.778882443573636,3.081640186655127,10.94308756759775
J1926+1648,SPL,1408.0,0.1792607077172542,0.0632177596301311,0.0943343119801565,0.0438880695112315
J1932+2020,SPL,1420.0,0.1127158807046612,0.0287433208351722,0.0414126914989009,0.0127931410221287
J1932+2220,SPL,1606.0,0.2170838152895272,0.0826787617417539,0.0605140864018403,0.0318169412582487
J1932-3655,SPL,3100.0,0.0736423684042793,0.0313581005634296,0.0359501215308423,0.0194347683919935
J1937+2544,SPL,4920.0,0.7081226823110203,0.378082921388248,0.3430880922761867,0.2349345286965782
J1939+2134,BPL,4850.0,0.4351264526878989,0.056958364923172,0.0274936734525398,0.0109445838039788
J1941+0121,SPL,820.0,0.1149498742457075,0.0414506943247588,0.1036172095591325,0.0475118652431405
J1943-1237,LFTO,1408.0,0.0559456351461681,0.0120397910205315,0.0184480547526237,0.0052686570660051
J1945-0040,SPL,1408.0,0.0902399469129777,0.0263427963318102,0.028112550685009,0.0110127650638628
J1946+1805,SPL,4920.0,2.367842697916983,1.864314432211044,0.7529620270375491,0.9248012299402862
J1949-2524,SPL,1408.0,0.0453034297534848,0.0124933493410424,0.0244608741538669,0.0086737333533467
J1952+3252,SPL,1606.0,0.1260153832130786,0.0393050653339656,0.0338566717836375,0.0137963448427356
J1954+2923,LFTO,4920.0,1.385840787233319,0.503568387091341,0.4078120489170557,0.2438907135200775
J1955+5059,BPL,4920.0,0.7187117932110708,0.2544099249517745,0.1791531791227483,0.1146187144645753
J2002+3217,SPL,4850.0,0.3706878854897406,0.1731560466289642,0.0464396066006254,0.0297790849326323
J2004+3137,LFTO,4850.0,0.0687794090313873,0.0106351589239243,0.0187328316273179,0.0043697657205232
J2005-0020,SPL,1360.0,0.1143206412257114,0.0437732391448561,0.0507236352211635,0.0258446759364068
J2006-0807,SPL,1408.0,0.4819870601139409,0.1702046846046504,0.1723854260805894,0.0797340171085434
J2007+0910,SPL,430.0,0.8767183181571174,0.7535282637036106,2.29986265301311,2.526855383285441
J2008+2513,SPL,430.0,0.147971905622362,0.0744744107485906,0.3058553295582264,0.191350166169592
J2010-1323,SPL,1400.0,0.1402019239723698,0.0629353969779091,0.044095459942838,0.029193287951317
J2017+0603,SPL,2100.0,0.7577680180969713,1.5540166183079858,0.8326362419772861,2.623244624736599
J2017+2043,SPL,400.0,0.0462789978489441,0.0157894255631787,0.0691323737796929,0.0293606501121216
J2019+2425,SPL,1400.0,0.0337187587073936,0.0121350343772122,0.0100905275777847,0.0046223661245077
J2023+5037,SPL,1606.0,0.549865630099693,0.2879512440637466,0.2976514536344578,0.2030460060849845
J2030+2228,SPL,400.0,0.3917533631161515,0.2093190292174572,0.5625285455685424,0.3719168659472653
J2033+0042,SPL,843.0,0.4144371952056103,0.2182224833040224,0.3216266068416655,0.2147875167415156
J2037+1942,SPL,400.0,0.4242692010638729,0.2408279657558105,0.7479176034909665,0.5212112684885375
J2037+3621,SPL,1420.0,0.1929331948267206,0.0741148514522066,0.0939484572943873,0.0451786521219567
J2038+5319,SPL,1408.0,0.055748669648806,0.0213296542321696,0.0383313354850483,0.0187238765804225
J2038-3816,SPL,1360.0,0.0388423424918946,0.0125063975922232,0.0213866809583103,0.009016576849954
J2045+0912,SPL,430.0,0.924617090631971,0.6382377802153458,1.1602405503075086,1.022333114175572
J2046+1540,SPL,1408.0,0.3065788958707172,0.1239111250916036,0.1229918020223717,0.065543490201233
J2051-0827,HFCO,2695.0,0.216294187975738,0.0644274603642658,0.0316579041727011,0.0118516944489161
J2055+2209,SPL,606.0,0.925190054822292,0.4976039976778754,0.6695504002211053,0.465311150386747
J2055+3630,BPL,4850.0,0.2215222237627873,0.0564519267365876,0.0332138992382869,0.0115951473604425
J2108-3429,SPL,1360.0,0.0787849031145629,0.0315122615224751,0.0466616026551214,0.0239969407943859
J2111+2106,SPL,820.0,0.3118976431072129,0.1942087389524953,0.1646092863885867,0.1385394166487569
J2113+2754,LFTO,4850.0,0.0857167696814549,0.0231837424683975,0.0221737166344503,0.0072907896691771
J2124+1407,SPL,1420.0,0.1043813466230081,0.0477796406122647,0.1062214284020792,0.0594080864917683
J2124-3358,LFTO,3100.0,0.3505785038768567,0.1100087426462397,0.0204171057906018,0.0138410201045673
J2139+2242,SPL,1435.0,4.493114329670768,3.159319961991474,0.7191906865659473,0.6724645340886076
J2144-3933,SPL,1650.0,0.4294763820664453,0.2546327178715636,0.2947600345687533,0.2268906548279962
J2149+6329,BPL,4850.0,0.2194405393378791,0.0513160290134339,0.0563556935121958,0.0176400566820836
J2155+2813,SPL,430.0,3290.624978388279,26324.99973064516,214.4031281022968,1715.3510120932551
J2156+2618,SPL,430.0,0.3575958197644738,0.2294161809173196,0.7546665558461619,0.6026102345914595
J2205+1444,SPL,430.0,0.0814568092455481,0.0359512423654574,0.128537799437044,0.0705280246454021
J2208+4056,SPL,350.0,0.0326147274677948,0.0103712796265388,0.0243807186676111,0.0094763783823956
J2214+3000,SPL,2100.0,0.1367333226241809,0.0665215161816947,0.0636729814276219,0.0379669756416661
J2215+1538,SPL,1435.0,6.028784911879652,6.0731239525281575,2.360890926218529,3.558632851643289
J2219+4754,LFTO,1435.0,0.1152170724132514,0.0145832020541099,0.0216621267762258,0.0034799737512576
J2222-0137,SPL,3100.0,0.1495917491908771,0.0609986340074339,0.0531651028020081,0.031492125580196
J2227+3038,SPL,400.0,0.8328105357809942,0.5544980019080052,0.6174610926212135,0.4951780396499364
J2229+2643,SPL,1400.0,0.0688857209122416,0.0204964854526682,0.0214669549353886,0.008759396738944
J2234+0611,SPL,1400.0,0.1608954379336259,0.0953691476341694,0.1343161304074789,0.1116524848908293
J2234+0944,SPL,2100.0,0.5664369259792646,0.3229827409189142,0.2974149614314566,0.2491555634566601
J2234+2114,SPL,430.0,0.0880429299797877,0.0324868745463813,0.1032565732568115,0.0462704591509536
J2235+1506,SPL,400.0,0.3938429557167076,0.2288636843031626,1.0991597317939892,0.7667371192281163
J2241-5236,SPL,3100.0,0.1282218120051241,0.0309752772859541,0.0046165468149551,0.001590196359029
J2248-0101,SPL,1360.0,0.0682681205411442,0.0228854106867522,0.0314892223856569,0.0134591102546394
J2253+1516,SPL,430.0,0.441131309813524,0.2451655885049102,0.7030622847507004,0.4808284702656107
J2257+5909,LFTO,4820.0,0.3839653266311282,0.0490376871307071,0.0389646275238561,0.0097324943708453
J2302+4442,SPL,1400.0,0.6315730058812525,0.3762038554850895,0.2907447987231196,0.2085621130980461
J2302+6028,SPL,800.0,0.1275809991972681,0.0376239157014988,0.1277495805741198,0.0476900800558528
J2305+3100,LFTO,4850.0,0.33047034215465,0.1217756538831236,0.0518906899110944,0.0235854797933197
J2305+4707,SPL,1060.0,0.1808800798519784,0.0846665878672192,0.1880596574718847,0.1133379541026027
J2307+2225,SPL,430.0,1.445235634319284,1.4560853948410026,3.46714261666864,4.317544792332267
J2317+1439,SPL,1400.0,0.0409551903112521,0.0107899275064661,0.0090100190228954,0.0028416098245294
J2317+2149,BPL,4850.0,0.0769208528410055,0.0186029501541157,0.0131076502970714,0.0041508792531117
J2322+2057,SPL,2100.0,0.1014812520925841,0.0553637616625989,0.0444505449450906,0.0349451430144117
J2324-6054,SPL,1360.0,0.3113381678876437,0.1486205035348271,0.1133895171084307,0.070217594152644
J2325-0530,SPL,350.0,0.1027721561515658,0.0513156815143171,0.0840570976913762,0.0504567448079575
J2326+6113,LFTO,1420.0,0.1176904677109325,0.0111219860771076,0.210697941948905,0.0301985933840313
J2329+4743,SPL,1532.0,0.0237038979948763,0.0105424025118087,0.0139570425350557,0.0080604227908657
J2330-2005,LFTO,4920.0,0.1767807150525166,0.0427512865781442,0.04378132300082,0.0127044766869186
J2337+6151,SPL,4850.0,0.2679817769967879,0.1072390725873282,0.0401317893848986,0.0223318122517294
J2346-0609,SPL,1360.0,0.6138732218454259,0.305244213080622,0.3200016970804634,0.2087240010966524
