Pulsar,Model,Min freq (MHz),S150 (mJy),S300 (mJy),u_S150 (mJy),u_S300 (mJy)
J1038-5831,SPL,640.0,16.766561483764395,6.770085941029377,32.34582696050213,9.006839956802569
J1042-5521,SPL,400.0,160.53241577832418,29.01624702872515,115.87320915071074,14.325322607004177
J1043-6116,SPL,728.0,16.93671873536461,7.532403047454263,4.018156293915592,1.3239408154020893
J1046-5813,SPL,400.0,149.54279344424415,34.34281572657725,56.52936333557555,8.909472949775692
J1047-6709,SPL,400.0,10.100564190842595,6.591160580193587,5.179163490349579,2.4486100245238114
J1048-5832,HFCO,640.0,26.23664836219223,19.064167296092645,7.117378151897481,3.622474165389597
J1055-6028,SPL,728.0,20.039793674693534,6.357808473060863,8.069524603237864,1.939098864733757
J1057-7914,SPL,400.0,59.25652599432735,14.035002374602064,45.94062243862767,7.200660505642595
J1058-5957,SPL,1277.39,181.82600478980407,30.73726044020849,178.9768587089594,20.713853528949777
J1105-6107,SPL,728.0,16.690997862677474,7.269880693099271,4.505152599238706,1.382168445167245
J1107-5947,SPL,400.0,27.12801371370957,9.36212601689808,19.339861899124788,4.595844372263431
J1107-6143,SPL,1342.75,21.843904866056487,7.503501909476781,13.716008477198416,3.251474211211197
J1110-5637,HFCO,640.0,15.238523151775478,10.143706283895249,6.705936682182333,2.961747144991774
J1112-6103,SPL,1360.0,18.488140142089748,9.528147693036662,6.531305948521715,2.4388091407627583
J1112-6613,SPL,400.0,141.10749968677914,35.29169810174928,43.23573998542864,7.813979010242655
J1114-6100,HFCO,640.0,7.78888827512357,7.489570718820928,0.5789589331904137,0.5080156214436202
J1115-6052,SPL,728.0,5.688158240210068,2.6370458936668086,1.3754160295736813,0.455270997445262
J1119-6127,SPL,728.0,23.5381772803856,8.931674293561603,8.687125306798032,2.3616153157436948
J1119-7936,SPL,400.0,64.10169525490244,15.54755509819741,51.50122253207413,8.374155112745559
J1123-6259,SPL,400.0,50.4166566194813,12.102550001028328,13.09448778526697,2.2873041240930823
J1125+7819,SPL,350.0,32.23500599247727,10.887034970209898,18.654272403654502,3.4319082296454715
J1126-6054,SPL,640.0,43.02684788810472,13.603368781196863,65.50717361225105,14.332170308740094
J1130-6807,SPL,400.0,90.08765707743432,18.798343540870043,82.4943137896563,11.79724180655715
J1133-6250,SPL,640.0,207.6913672232653,65.9085136329028,213.6116985578058,50.56911283257053
J1138-6207,SPL,1360.0,4.103033314381818,2.197038335026459,1.5699466861957465,0.6086385322056252
J1141-3322,SPL,350.0,3.6267912196243617,2.94235798931071,1.5451425825284266,0.8096828767259409
J1156-5707,SPL,728.0,3.3470301687766835,1.5668619337435392,1.1372141194919936,0.3810079586827176
