Pulsar,ATNF Period (s),ATNF Pdot,ATNF Spin Frequency (Hz),ATNF Fdot,ATNF DM,ATNF B_surf (G),ATNF B_LC (G),ATNF E_dot (ergs/s),ANTF Binary (type),Model,Probability Best,Min freq (MHz),Max freq (MHz),N data flux,Bandwidth fit?,L400 (mJy kpc^2),L1400 (mJy kpc^2),S150 (mJy),u_S150 (mJy),S300 (mJy),u_S300 (mJy),S5000 (mJy),u_S5000 (mJy),S10000 (mJy),u_S10000 (mJy),Age (Yr),a,u_a,c,u_c,vb,u_vb,a1,u_a1,a2,u_a2,vc,u_vc,vpeak,u_vpeak,beta,u_beta,lps_a,lps_u_a,lps_b,lps_u_b,lps_c,lps_u_c,SMART
J1116-4122,0.943157882843,7.9536e-15,1.060267870513533,-8.941182264730328e-15,40.53,2771558505582.6636,2.1392674080607122e+25,3.742573048954273e+32,,high_frequency_cut_off_power_law,0.7418749371934313386,147.5,3100.0,15,False,3.4388895673219353,0.4051387149041802,185.85736396773694,6.318354302276003,67.60504699519115,3.014998404338404,0.0,0.0,0.0,0.0,1878826.5574093873,-1.3922406023749685,0.06537699558204169,0.023871524661624167,0.00223147728580385,,,,,,,3467473591.453699,221040466.01903772,,,,,,,,,,,True
J1119-6127,0.4079629835557105,4.020219991578472e-12,2.4512027814,-2.415507e-11,704.8,40981256263445.84,2.55997292716283e+25,2.337476631852958e+36,,simple_power_law,0.99995250454772199866,728.0,3100.0,5,True,421.52864103355824,73.15094312935726,23.538177280385597,8.687125306798032,8.931674293561603,2.3616153157436948,0.17489937294448749,0.03268760933188428,0.06636640614437296,0.019233524923237516,1607.818337661518,-1.3980000598387856,0.1540258953923599,0.0009394132720551175,5.8762081915252106e-05,,,,,,,,,,,,,,,,,,,False
J1119-7936,2.2805971963,3.67e-15,0.43848164052046634,-7.056167670998165e-16,27.4,2927570103596.3433,3.194779500298856e+26,1.22146223126983e+31,,simple_power_law,1.0,400.0,1360.0,4,False,5.722380987523561,0.4422609835947335,64.10169525490244,51.50122253207413,15.54755509819741,8.374155112745559,0.0494994790395481,0.03120150556877967,0.012005858419798721,0.010775581713464549,9845744.444793273,-2.0436747814729657,0.3959967155388411,0.0024731071298730043,0.0005743809168300619,,,,,,,,,,,,,,,,,,,False
J1121-5444,0.5357865139154964,2.7839775940121e-15,1.86641502544,-9.698e-15,204.7,1235886917768.9941,1.748807053676383e+24,7.14578818210872e+32,,high_frequency_cut_off_power_law,0.37549924771927817302,151.5,3100.0,11,False,81.20142005915314,7.382340911879814,87.04436527229767,8.502932900869089,25.298132435846824,2.0186725337563205,0.020101240470206866,0.07350355179274268,0.0,0.0,3049243.3091135183,-1.7421718490929436,0.10157251455267235,0.006340672477566812,0.0009086699707647593,,,,,,,5562317993.986102,2444278527.4347076,,,,,,,,,,,True
J1123-4844,0.244838478401,6.54e-17,4.08432533370913,-1.0909840584252142e-15,92.915,128049736286.81792,1.7290419538166077e+22,1.759132164988629e+32,,simple_power_law,0.9683698100894579941,154.24,3100.0,7,False,18.161303932555764,3.898989269013783,17.547182672322744,4.97559216895332,7.490289705394357,1.5589881324992325,0.23653203816781648,0.07435762938258339,0.10096740448703719,0.04079629803942588,59315467.91914464,-1.22814598929345,0.144493687124281,0.0026859722647500704,0.0004271770412210701,,,,,,,,,,,,,,,,,,,True
J1123-6259,0.271437311817346,5.252247284249335e-15,3.68409189328,-7.12863e-14,223.26,1208251474258.8455,2.223073378134164e+23,1.036803047461385e+34,,simple_power_law,0.99367584951253640213,400.0,3100.0,6,False,32.016724098674004,2.428645837961808,50.4166566194813,13.09448778526697,12.102550001028327,2.2873041240930823,0.03694809129358934,0.00459439471102666,0.008869412458231845,0.0017111248748088786,818823.7251001161,-2.0585893944214675,0.10489793770821132,0.0008134405175110258,5.5161812240238795e-05,,,,,,,,,,,,,,,,,,,False
J1123-6651,0.232976432603,2.75002e-15,4.292279647461316,-5.06654460463207e-14,111.196,809979262430.4573,9.42318462439494e+22,8.58538185506551e+33,,simple_power_law,0.889173215101025205,154.24,1459.61,9,False,14.659596776890874,1.1785089761198748,37.60440758650927,10.863117359094714,9.321754626778715,1.858454848654104,0.03242343349075253,0.0063114398649928944,0.008037443229577834,0.002282976573570194,1342277.0843344887,-2.0122283261553897,0.1333761624996277,0.0037057125043019634,0.000527138440686157,,,,,,,,,,,,,,,,,,,True
J1125+7819,0.00420160911826384,6.942952559355368e-21,238.004053174088,-3.9329e-16,12.027127,172834286.3201808,117940962787146.98,3.695362044062174e+33,ELL1,simple_power_law,1.0,350.0,1400.0,4,False,5.65755668116059,0.7954429238852108,32.23500599247727,18.654272403654502,10.887034970209898,3.4319082296454715,0.1328842517383444,0.1520802500566238,0.04488026141528105,0.0656806181479076,9588208875.226065,-1.5660171549488533,0.46802304447873366,0.002888362245069941,0.000904536538241489,,,,,,,,,,,,,,,,,,,False
J1126-6054,0.202736911853,2.8128e-16,4.932500899121309,-6.8434200769064925e-15,280.27,241649454151.24802,1.8525593341575693e+22,1.3326009218984784e+33,,simple_power_law,0.99995321373193424286,640.0,3100.0,5,True,49.64444867461366,6.1947679040116395,43.02684788810472,65.50717361225105,13.603368781196865,14.332170308740094,0.12700531876392007,0.11154776783805265,0.04015400321241542,0.054058126599717184,11419839.778766552,-1.66127318421541,0.6784023789203042,0.001041964773411852,0.0001376187401705957,,,,,,,,,,,,,,,,,,,False
J1130-6807,0.2563527993088,4.5968e-16,3.9008741183879567,-6.994867306210146e-15,148.734,347373604208.9837,5.383922933104882e+22,1.0772119256984894e+33,,simple_power_law,0.9998775222577133137,400.0,1460.04,5,False,38.148846745274476,2.246434574009996,90.08765707743432,82.4943137896563,18.798343540870043,11.79724180655715,0.03249801941568222,0.0179798515687932,0.00678127229847654,0.005704120149565758,8835853.219488986,-2.260723914604926,0.41680647440945395,0.0022701767949530266,0.0005512276655083115,,,,,,,,,,,,,,,,,,,False
J1133-6250,1.02287514082,4.52e-16,0.9776364290155082,-4.3200939027686405e-16,567.8,688066648790.8389,6.774639765209456e+24,1.6673635361478711e+31,,simple_power_law,0.8839159760236777741,640.0,3100.0,9,True,2270.5665522471104,285.2393953118346,207.6913672232653,213.6116985578058,65.9085136329028,50.56911283257053,0.6247074158526009,0.26796553146670904,0.19824385473872708,0.1335336859694137,35855041.24457012,-1.655904510878035,0.38952729268655084,0.005090423904205616,0.0013315578831821348,,,,,,,,,,,,,,,,,,,False
J1136+1551,1.1879130659363586,3.733837242418856e-15,0.8418124429095,-2.645977e-15,4.84066,2131179350374.2292,3.2867131652936164e+25,8.793487332777696e+31,,broken_power_law,0.99968714238625278057,20.0,22700.0,35,True,40.39934485633119,0.27654102177658424,651.593316078852,9.172793464603316,918.2546925290144,235.0787509617119,0.01264002622433237,0.008397754062199546,0.0008018220233550484,0.0007280178539008124,5040751.792978259,,,1.6138297853202397,0.6435628045546784,295103716.4888754,26807986.053710848,0.6037078012636321,0.26356615246860365,-3.9785736024452834,0.3554858426734204,,,,,,,,,,,,,True
J1136-5525,0.36471324916608333,8.226625344891514e-15,2.74188009974,-6.1847e-14,85.111,1752817127206.4902,7.823103157026953e+23,6.694633932711412e+33,,high_frequency_cut_off_power_law,0.96492670182210749097,154.24,1382.0,8,False,54.99879114145774,11.739835480274163,34.14079799110793,6.168948443162885,27.078374527727867,3.117276788731245,0.0,0.0,0.0,0.0,702418.3660977862,-0.1945709019996838,0.14930272712539644,0.02996623813462426,0.003583816912948042,,,,,,,1774336005.2860043,178078089.3055898,,,,,,,,,,,True
J1138-6207,0.11756379402284821,1.2478373436230746e-14,8.50602014261,-9.0284e-13,518.86,1225648009251.7366,1.832206295620422e+22,3.0317747777849874e+35,,simple_power_law,1.0,1360.0,3100.0,4,True,87.47082462121753,28.28698987255137,4.103033314381818,1.5699466861957465,2.197038335026459,0.6086385322056252,0.17409731071465503,0.030225979026604524,0.09322333901710926,0.02584188380450678,149273.13434657565,-0.9011308253238135,0.15469458779122458,0.0003882369636768716,2.426913543076729e-05,,,,,,,,,,,,,,,,,,,False
J1141-3322,0.29146780076860695,4.653241852440875e-16,3.43091071248,-5.4774e-15,46.448,372668841363.9635,8.48951075183934e+22,7.418969917633447e+32,,simple_power_law,0.9999509871924756599,350.0,1382.0,5,False,9.26295854297872,6.34735830029928,3.6267912196243617,1.5451425825284266,2.94235798931071,0.8096828767259409,1.2590361308652518,0.6509549786782522,1.0214359730544151,0.698399015469622,9924325.40431216,-0.30172091095613857,0.2507789202831799,0.002283058579475642,0.000386019596150442,,,,,,,,,,,,,,,,,,,False
J1141-6545,0.3938988148377834,4.307370965352239e-15,2.538723048486,-2.77615e-14,116.08,1318100283726.007,7.411230201624174e+23,2.782389915985704e+33,DD,low_frequency_turn_over_power_law,0.88288001496404311386,154.24,3100.0,8,True,4977.511838525819,226.9174467603373,37.89197930400361,9.497549526084338,77.129298529653,16.534309404285963,0.06695602976642799,0.034513936523802205,0.009691604608980064,0.007022444196040733,1448900.0755709105,-2.790825259479787,0.30523751680152333,0.016772209384888263,0.0022409037701784824,,,,,,,,,236251629.32813677,12592695.833161578,2.099999999977848,1.4651395054460634,,,,,,,True
J1146-6030,0.27337450864355883,1.7883950046299597e-15,3.65798554138,-2.393026e-14,111.68,707555824078.1725,1.3299110172700766e+23,3.4558042823687014e+33,,broken_power_law,0.5509026405591004316,154.24,3100.0,12,False,45.1308301451839,9.841347493915057,24.245940616647903,,18.789760775290752,,0.46789600496899136,,0.1520711018169657,,2421924.5227109455,,,0.013820917091926848,0.002664924442969195,599999968.4206327,22436886.37284702,-0.3677965249166107,0.2298619358034955,-1.6214418878933186,0.24381332815340528,,,,,,,,,,,,,True
J1156-5707,0.2884167739097188,2.6548165566809665e-14,3.4672047206,-3.19149e-13,243.2,2800125485828.1504,6.180546325147877e+23,4.368503720923321e+34,,simple_power_law,0.8899060951724777624,728.0,3100.0,9,True,9.274752868710248,2.352588319916514,3.3470301687766835,1.1372141194919936,1.5668619337435392,0.3810079586827176,0.0719618101034273,0.01226233380630235,0.033687841234951374,0.008946039648741815,172128.2029014481,-1.09500349465677,0.14182156942202373,0.0002684964828730406,1.4527374678714288e-05,,,,,,,,,,,,,,,,,,,False
J1157-6224,0.4005257166957991,3.932813383755608e-15,2.49671858339,-2.45156e-14,325.2,1270038396561.0547,7.507509613507775e+23,2.4164168598353976e+33,,simple_power_law,0.8661120840898619555,400.0,3100.0,10,False,3092.3276394742857,163.30070915535373,1932.8742886414138,728.8522485681356,379.73588406298614,90.03297492385413,0.514010858690354,0.18919736017846103,0.10098347781321618,0.05154319139368444,1613589.667749928,-2.347679568316669,0.2082975938876217,0.017468990193949378,0.0015290555751114269,,,,,,,,,,,,,,,,,,,False
J1202-5820,0.45280309753690035,2.1302273968653034e-15,2.20846545759,-1.03898e-14,145.41,993842708525.239,8.488552724051025e+23,9.058526000748625e+32,,simple_power_law,0.8452249610759610121,154.24,3100.0,11,False,75.40669748514453,9.03255398793104,111.53637077122475,13.806271920921226,34.474693938455246,3.522353257128017,0.2936332420933718,0.08481746324442857,0.09075888054568958,0.03199681844725599,3367824.566130318,-1.6939045848264653,0.0969918878171806,0.00837900018745517,0.0010783110863069587,,,,,,,,,,,,,,,,,,,True
J1210-5559,0.27976786865341124,7.253216047807644e-16,3.57439188715,-9.26691e-15,174.347,455841858285.05615,9.183231499424607e+22,1.307666047008487e+33,,simple_power_law,0.9600204314505422776,436.0,3100.0,7,True,217.18218375974158,6.61609503397664,593.8751655418674,291.9890043336899,86.05522184001833,28.968996749341116,0.03386090119305456,0.009930086658454493,0.004906599118709612,0.002199534785778277,6111295.1351508675,-2.7868250608625122,0.22368876457866893,0.0019736954477690737,6.936373609613632e-05,,,,,,,,,,,,,,,,,,,False
J1216-6223,0.37405301358128784,1.6823570526507366e-14,2.673417841032,-1.202408e-13,790.0,2538491092903.1665,1.2222581597272946e+24,1.2690491302379087e+34,,simple_power_law,1.0,1360.0,3100.0,4,True,558.5351168301886,72.98219549653157,8.191652523860649,3.653189452487384,2.6567521974328545,0.8400657321159619,0.027508628272296252,0.006287393421630727,0.00892171736995785,0.0031871540268928263,352274.3499303636,-1.6244908499570467,0.18930696004241476,0.00011677951195343029,9.023801877577019e-06,,,,,,,,,,,,,,,,,,,False
J1220-6318,0.7892120120519117,8.034837239574647e-17,1.26708664431,-1.29e-16,347.0,254821086762.82736,1.1524026574286369e+24,6.452912263361656e+30,,simple_power_law,0.9999573608770813138,1277.39,1459.52,5,True,2484.5626219571627,63.66512054450015,546.6594805739081,555.624926528181,71.98336925063697,50.115809219615436,0.019206061774501564,0.011606255011370166,0.002529027823889673,0.002338000320783725,155626173.8483664,-2.924906908557138,0.46150597655762815,0.0008554955856407096,1.6852445779508827e-05,,,,,,,,,,,,,,,,,,,False
J1224-6407,0.21647979787011593,4.953284801026633e-15,4.61936868862,-1.05696e-13,97.686,1047864952529.5841,9.780144321460232e+22,1.9275289741418348e+34,,broken_power_law,0.6211346827603654308,154.24,3100.0,12,False,538.399551220095,136.15767034587378,73.58171920588431,,42.32971981619165,,1.2014471683964367,,0.4137611159183237,,692452.6975967222,,,0.0217451080210226,0.0012306318517543626,842999971.5600678,12773003.049843729,-0.7976764452929735,0.10345204984894424,-1.537903233449341,0.15406490481116897,,,,,,,,,,,,,True
J1225-5556,1.018452868182,2.0634e-15,0.9818814706517156,-1.9893058283190935e-15,125.835,1466939352449.0713,1.4256824164833888e+25,7.711171394053062e+31,,simple_power_law,1.0,154.24,1360.0,4,True,9.885212283118438,1.0015871848602018,15.951058030794652,5.7945019400209405,4.494175688062861,1.1907143182707414,0.026284063538935427,0.013599834574840998,0.007405477374111108,0.004838089447802885,7820302.394446271,-1.8275236917369613,0.21309970449582605,0.00207419023026537,0.0004817698599766053,,,,,,,,,,,,,,,,,,,True
J1225-6035,0.626323941978,2.88e-16,1.596617872920345,-7.341663260530619e-16,176.1,429779532291.4017,9.714726907899269e+23,4.62759330570149e+31,,simple_power_law,0.99995293848745236964,1278.75,1459.32,5,True,12.265318490527152,1.4817627491709349,13.33090854046781,26.032412873549298,4.139905288846094,5.540236200103465,0.035942040848351335,0.04164029131544657,0.011161778250020946,0.019789974075128197,34456611.23858965,-1.6871054398757923,0.8829867989581347,0.00032084101193499443,1.4232669502555102e-05,,,,,,,,,,,,,,,,,,,False
J1225-6408,0.4196177915,9.46e-16,2.3831210693553255,-5.372585665520186e-15,415.1,637562101365.2051,4.333831299556411e+23,5.0546279212899025e+32,,high_frequency_cut_off_power_law,0.95521920833299700515,400.0,1440.0,6,False,1786.1545325853103,68.69825165306605,22.85365874415303,0.2583131503269575,20.19625656486845,0.2282750577734059,0.0,0.0,0.0,0.0,7027952.127579752,-1.6600354771356685e-11,0.07329730195522208,0.025511060922518616,0.0002883500822664156,,,,,,,1440000000.2429535,44644099.05168378,,,,,,,,,,,False
J1231-1411,0.0036838787110771787,2.2799216761318462e-20,271.4530196103,-1.68e-15,8.0884,293266599.5956668,134885852089275.67,1.800377992247394e+34,BT,simple_power_law,0.9999567208162890575,50.0,1284.0,5,False,0.2936431502481734,0.044242397703614225,7.3261764409769485,2.270145104241297,2.57086620890881,0.540139795871102,0.036652462548440214,0.009530743276710085,0.012861903913757664,0.004656256625903912,2560067596.0697937,-1.5108059143373527,0.1540003963208686,0.0033182013927124236,0.0007759027734409525,,,,,,,,,,,,,,,,,,,False
J1237-6725,2.11097411794,2.19e-15,0.47371495060102997,-4.914488211862304e-16,176.5,2175772533590.6616,1.8829987993878137e+26,9.190838309705243e+30,,simple_power_law,0.98901418670461960225,1277.19,1459.32,6,True,1545.4268553539857,6.093251765525819,12787.083494618912,13960.392231158807,597.7789516685984,446.8023634323266,0.0023838278408589604,0.0015556578279642848,0.00011144074473798189,0.00011108973120883585,15272313.521101605,-4.418931339212412,0.4963063750809906,0.0007387924929992616,2.470628145547128e-05,,,,,,,,,,,,,,,,,,,False
J1238+2152,1.1185906894463322,1.4455634992851588e-15,0.89398205209,-1.1553e-15,17.9706,1286779594264.352,1.6569354628518593e+25,4.077399918364186e+31,,high_frequency_cut_off_power_law,0.7602810663315707762,25.0,400.0,8,False,13.28314397497675,0.0,23.241201641716476,9.270028279452227,10.517353184077193,3.8208550837627535,0.0,0.0,0.0,0.0,12260270.826103058,-1.097997309393306e-10,0.1643318346102866,0.03596505010015647,0.014818057530159459,,,,,,,423987878.5953092,20867710.581643254,,,,,,,,,,,False
J1239+2453,1.3824491030387713,9.600485817227603e-16,0.723353935998,-5.023367e-16,9.25159,1165792237018.46,2.8337167649042054e+25,1.4345163215776367e+31,,low_frequency_turn_over_power_law,0.82266729267892990674,20.0,22700.0,26,False,44.01534537144808,7.172999529878204,139.6869734688079,7.861158786134157,84.89171073853363,15.1581229689412,0.9855730277304111,0.3904055550882689,0.24623669414606472,0.18944607024712265,22815079.054076783,-2.2394110662828504,1.0850153879920579,0.1503434206510764,0.3929794269378005,,,,,,,,,100923887.37331708,24800624.327016987,0.5283583570787812,0.36077238579201487,,,,,,,False
J1239-6832,1.3019225299692834,1.1882881242259736e-14,0.768094857398,-7.01054e-15,94.3,3980186552122.0576,8.080657195682953e+25,2.125817929877761e+32,,high_frequency_cut_off_power_law,0.6528073655668660269,154.24,3100.0,8,False,18.010915502943472,2.568377750052469,27.936328604726324,6.637152183730155,10.8595350250307,1.837574479219629,0.0,0.0,0.0,0.0,1735918.8657886458,-1.3082359336600393,0.15029606160184616,0.00392501832522358,0.0006408235723411981,,,,,,,4164097075.38909,1000306141.3104222,,,,,,,,,,,True
J1240-4124,0.51224209318,1.739e-15,1.9522019242737312,-6.6274896021070846e-15,44.1,955074832691.6487,1.1810030490486067e+24,5.1077958188918266e+32,,simple_power_law,0.99348851538153803986,154.24,1360.0,6,False,14.476411002986824,1.5500867338332958,29.423374860720624,10.711440356073608,8.547278781420475,2.0854727496630803,0.056591534421170014,0.027021348992455375,0.016439433737828066,0.010187006038317441,4667042.101992479,-1.7834256494121283,0.2169868901551817,0.004019104309113011,0.0007753946060333524,,,,,,,,,,,,,,,,,,,True
J1243-6423,0.38848512711014244,4.494991765533779e-15,2.574101117947,-2.97838e-14,297.09,1337216192741.4177,7.212945398984125e+23,3.0266726116165977e+33,,broken_power_law,0.76471524672206769857,408.0,8356.0,10,False,433.06786847904453,54.360336447619325,70.00298484947557,,95.26865904685435,,0.060069799767819086,,0.0031373494152950555,,1369340.753491741,,,0.21370776509050954,0.18196308205729647,799998829.5092099,1101518.3666415215,0.44458524411917405,1.0108436624156747,-4.259021734715171,0.31361164455056634,,,,,,,,,,,,,False
J1246+2253,0.47387055751829316,8.889167142920882e-17,2.110280928271,-3.9586e-16,17.792,207687509014.06067,2.033187274311779e+23,3.297931501527742e+31,,simple_power_law,0.9932016430258320261,102.5,1400.0,6,False,9.953796171037261,2.3721405246230596,5.03504435058801,1.8091338253958869,2.2771130151912407,0.5665682200188854,0.09091046080697006,0.02465288078216863,0.04111451242657058,0.01573480703488369,84462647.61193602,-1.144798590576086,0.16975154814799043,0.0017434564862778465,0.00037197492406418613,,,,,,,,,,,,,,,,,,,False
J1253-5820,0.2554963274098,2.09963e-15,3.913950584487514,-3.216425124000554e-14,100.584,741162937560.6317,1.1372488510982425e+23,4.969909960184049e+33,,simple_power_law,0.993006911558760641,436.0,3100.0,6,True,68.9820194071755,10.138561062387883,114.95121249044215,66.62402841930468,39.787994262308274,15.125018765229338,0.5365004147904524,0.24815739689566066,0.1856985669218879,0.12311994690453702,1928003.9957334467,-1.5306166046786172,0.2927591274608994,0.005003638851524195,0.0004588533182300022,,,,,,,,,,,,,,,,,,,False
J1257-1027,0.6173076699954868,3.627004830929586e-16,1.6199377532557,-9.51798e-16,29.634,478822866086.5479,1.0362575993179597e+24,6.086993689753913e+31,,simple_power_law,0.57448290771512744435,102.5,1606.0,10,True,5379.446285143738,931.4012645282146,33.97346068393313,8.468248352247342,12.875084445200127,2.3592766518221038,0.2508268844900692,0.08665798150916423,0.09505706083288028,0.04145462351119305,26966189.138045773,-1.3998262901856116,0.14296180484800047,0.00843750482211625,0.0013935980740987486,,,,,,,,,,,,,,,,,,,True
J1259-6741,0.6633301151702541,8.551092961438102e-16,1.5075450023,-1.9434e-15,94.7,762124019988.6696,2.04645698735999e+24,1.1566240551677083e+32,,simple_power_law,0.9998324025603366749,400.0,3100.0,5,False,16.05967299644342,2.9617752685725445,24.352551099720092,12.228040352105902,9.557052612288851,3.4168353410796963,0.2145449062531385,0.06924702675974824,0.08419721401522454,0.03920684228942557,12290629.416610807,-1.3494352467349469,0.22072688379553995,0.0016281698592587723,0.00023468316887516772,,,,,,,,,,,,,,,,,,,False
J1300+1240,0.00621853194840048,1.143341e-19,160.8096586618355,-2.956650821603866e-15,10.1655,853260815.7703096,1887701144290225.2,1.8770329848601555e+34,BT2P,broken_power_law,0.6544698487797849795,50.0,1400.0,14,True,3.0100323650453396,0.12649179496229127,71.56977300620666,1.343810969886428,12.391233307405939,1.3084140263995854,0.010041527646695287,0.004907000449218461,0.0017385399814273228,0.0010139952901732077,861743724.9921893,,,2.7180134148583144,0.9441804886532394,105722270.18226023,6706434.643507071,2.999999986638369,7.218905370487773,-2.5300306169592965,0.13648997468525925,,,,,,,,,,,,,True
J1301-6305,0.18452809508644874,2.667470923435528e-13,5.4192289772,-7.83384e-12,374.0,7099554127386.096,4.10399097813193e+23,1.6759919773779274e+36,,simple_power_law,0.9997860462744292409,728.0,3100.0,5,True,162.76994425632307,52.44449939892112,3.4397926695372107,1.0913985989916246,1.8381494234205218,0.4172328674524588,0.14445979426454786,0.02460234816791456,0.07719613158270712,0.019990149446913845,10960.461517840798,-0.9040675621064054,0.1339197682750467,0.0004284225179981085,2.668610281949559e-05,,,,,,,,,,,,,,,,,,,False
J1302-6350,0.04776250754158053,2.2787477438202114e-15,20.9369242,-9.989e-13,146.73,333842530619.9949,3.346500151088117e+20,8.256474246177666e+35,MSS,high_frequency_cut_off_power_law,0.5171701675386997099,640.0,8356.0,10,True,22.117678980810187,20.252519786462155,3.2611725088268906,0.619162142020047,3.2207725732666943,0.6027758339875803,1.9549079257174733,0.3393892924281181,0.6082434070485987,0.8112185924829998,332090.8462334908,-5.5196298920368037e-14,0.1758760438551063,0.0033015724443864656,0.0006356956308214983,,,,,,,12258333083.765574,4008374908.1970253,,,,,,,,,,,False
J1303-6305,2.3066415539322183,2.181444055914004e-15,0.43353073142,-4.1e-16,343.0,2269927958133.577,2.5629506032783444e+26,7.017193976321725e+30,,simple_power_law,0.9999386675809734948,1277.16,1459.32,5,True,1881.309765876617,28.200929146822794,480.1818132666552,1240.7071342551997,46.99883938312527,83.29040768577003,0.003761580352786776,0.005735691803604156,0.00036817285857757,0.0008601950346483965,16753365.716240438,-3.3528837274013443,1.1622517370674597,0.0002921679587801115,1.5150712540520906e-05,,,,,,,,,,,,,,,,,,,False
J1305-6203,0.4277736633168621,3.215752712002211e-14,2.33768482203,-1.757335e-13,468.78,3753170741606.014,2.702889418933198e+24,1.6218110405119637e+34,,simple_power_law,0.9999538077847534012,728.0,3100.0,5,True,451.965027988457,86.53264647850617,12.28357302456156,5.280619442671653,4.921535931691228,1.5198016820146425,0.1201739851169903,0.024627608656445605,0.04814890460822617,0.01561310605147068,210764.48691344928,-1.3195497376862344,0.17714444927090545,0.0005873680280267971,3.713326879278665e-05,,,,,,,,,,,,,,,,,,,False
J1305-6455,0.5716517898626812,4.03165406607267e-15,1.74931666048,-1.23373e-14,505.0,1536234069824.3418,2.640218821145997e+24,8.520170672906259e+32,,simple_power_law,0.9091100790009011279,400.0,3100.0,9,False,5983.348049074189,314.84218027420934,423.74545280654166,293.5171531424302,83.08512981992324,36.379498233519826,0.111564034448862,0.0765355537761705,0.021874718003522583,0.02070757993613078,2246540.975409291,-2.3505356882987276,0.3828271473531142,0.003807874696145139,0.0006873955422859977,,,,,,,,,,,,,,,,,,,False
J1306-6617,0.47302779989551125,5.978316466875954e-15,2.11404065516,-2.67181e-14,436.9,1701699069358.3777,1.6570308108008758e+24,2.2298653686484768e+33,,simple_power_law,0.93209663145940524487,640.0,3100.0,8,True,10652.627522501716,1180.4748928120425,236.70500749353647,186.69453278784286,70.07928190886344,37.89326862623881,0.5011712859306036,0.23354615116986213,0.1483776123000584,0.10594166232351465,1253642.7725612484,-1.7560303295401913,0.3575486699807833,0.004636098036826899,6.451366991819859e-05,,,,,,,,,,,,,,,,,,,False
J1311-1228,0.4475177112318076,1.5085916644482086e-16,2.234548432167,-7.53271e-16,36.214,262930485982.47775,2.1680008850659787e+23,6.645088308437496e+31,,simple_power_law,0.9366895397867637252,102.5,1408.0,8,True,2799.2119762172674,291.3067256051006,26.334939914179035,8.107803239609623,7.530394390126411,1.086266457470389,0.046766829058593334,0.028689039524480535,0.013372829721066433,0.010576144004887246,47000725.46481188,-1.8061808374358808,0.25772647960331696,0.004915959734224112,0.0004963258734496084,,,,,,,,,,,,,,,,,,,True
J1312-5402,0.7281543942054414,1.466027392278917e-16,1.37333511678,-2.765e-16,133.0,330622768517.0155,1.1743323089964663e+24,1.4991027389893156e+31,,simple_power_law,0.3971344708682434943,154.24,3100.0,8,False,144.02986098186585,17.982682696427094,30.523273085847837,6.074718624374482,9.653282909435834,1.332818586923597,0.0902415414758371,0.012956891841387876,0.028539767920686812,0.0058437378946407745,78695052.04089394,-1.660818108408849,0.0927876201339487,0.0024119366336498166,0.00017557671350885095,,,,,,,,,,,,,,,,,,,True
J1312-5516,0.8492425970196725,5.704866861067258e-15,1.1775198318,-7.9101e-15,134.1,2227350787710.388,1.2550810040539964e+25,3.677138101505215e+32,,simple_power_law,0.9536079178116162458,400.0,3100.0,7,False,518.2233290395984,51.16786582855068,181.11957309689183,78.09447146695969,50.30563473910791,14.884841990444334,0.27762347874856425,0.07061347575433959,0.07710942046807101,0.03004249309665942,2358589.134956511,-1.8481505522120527,0.19528517535519174,0.004455837270638247,0.0001860582896620216,,,,,,,,,,,,,,,,,,,False
J1313+0931,0.84893275073,8e-16,1.177949606891826,-1.110052221101286e-15,12.040623,833933875914.641,4.693959181303387e+24,5.162140948101889e+31,,high_frequency_cut_off_power_law,0.56572573961928618314,57.0,1400.0,8,True,4.409698511956428,0.1865832235746069,8.87450266856167,1.5160269183686914,4.987375475112904,0.3371325611327241,0.0,0.0,0.0,0.0,16813159.72083587,-0.662449811843243,0.16428952804839914,0.006479610557995001,0.0004728508362861752,,,,,,,1507449774.0201027,26254254.465313792,,,,,,,,,,,True
J1314-6101,2.9483896038,1.17e-14,0.3391682017570408,-1.3459103082723255e-15,309.0,5943405266781.581,1.4014505736613536e+27,1.8021502022494789e+31,,simple_power_law,0.999972489984276125,1277.1,1460.04,5,True,1908.3330482544636,41.36345391612885,525.6172765560069,643.098610196594,63.09086452820957,52.96233715699377,0.011559266084088433,0.008330377528317553,0.0013874812017885458,0.0015327252854491031,3992684.9861189923,-3.0585096713434585,0.553292131761189,0.0006122604899033061,1.549133400454019e-05,,,,,,,,,,,,,,,,,,,False
J1317-6302,0.26127055606486,1.0239345519966171e-16,3.827450039,-1.5e-15,678.1,165512695757.38284,2.7157547532162775e+22,2.2665250649918413e+32,,simple_power_law,1.0,728.0,3100.0,4,True,2107.667102125898,174.82936174034805,90.75060034276237,38.925558738479985,22.88938125374594,6.953376951542215,0.08541637239257002,0.02184678459031708,0.021543966713399282,0.008171836581728334,40428190.97988018,-1.9872287225486427,0.18705525416932756,0.0009317911855729569,8.886229583814802e-05,,,,,,,,,,,,,,,,,,,False
